teid,qfi,qid
12,6,6
42,6,6
59,6,6
81,6,6
43,6,6
51,6,6
19,6,6
82,6,6
72,6,6
24,6,6
53,6,6
49,8,7
5,8,7
39,8,7
10,9,7
52,9,7
24,7,7
21,9,7
13,9,7
23,7,7
19,7,3
44,7,3
66,7,3
68,5,1
93,5,1
10,5,1
69,5,1
2,5,1
19,5,1
69,1,0
61,2,5
71,2,5
6,2,5
65,1,0
72,7,3
30,5,1
99,3,2
67,3,2
42,3,2
46,3,2
26,5,1
92,5,1
74,5,1
46,5,1
36,3,2
49,7,3
80,1,0
30,3,2
64,4,4
96,1,0
100,1,0
49,1,0
87,4,4
79,3,2
27,1,0
18,3,2
27,3,2
11,5,1
14,5,1
98,3,2
32,2,5
11,3,2
45,3,2
72,3,2
86,3,2
66,3,2
3,3,2
81,1,0
60,3,2
89,3,2
70,5,1
65,7,3
36,5,1
95,1,0
13,5,1
74,3,2
29,5,1
7,5,1
100,7,3
48,7,3
7,3,2
73,3,2
5,7,3
15,2,5
24,2,5
9,1,0
66,1,0
50,5,1
47,2,5
14,3,2
26,2,5
17,3,2
9,3,2
77,7,3
2,3,2
110,3,2
111,3,2
112,3,2
53,2,5
85,1,0
75,1,0
78,1,0
13,3,2
40,5,1
108,3,2
16,5,1
21,4,4
109,3,2
16,1,0
6,1,0
29,7,3
38,1,0
25,7,3
100,2,5
80,3,2
95,5,1
31,7,3
12,5,1
52,1,0
63,1,0
96,7,3
93,2,5
34,3,2
23,3,2
15,3,2
44,3,2
85,5,1
56,5,1
75,2,5
1,1,0
89,4,4
58,5,1
83,2,5
7,7,3
61,5,1
57,1,0
40,3,2
94,2,5
43,4,4
92,2,5
53,7,3
17,2,5
71,7,3
64,7,3
87,1,0
38,2,5
2,2,5
87,2,5
59,1,0
21,1,0
59,3,2
54,4,4
89,2,5
29,2,5
43,7,3
84,2,5
67,5,1
91,7,7
4,2,5
45,1,0
39,1,0
62,5,1
98,2,5
32,7,3
10,7,3
33,2,5
73,1,0
91,1,0
42,1,0
60,9,7
70,7,3
24,7,3
51,7,3
48,2,5
14,1,0
22,7,3
69,2,5
64,9,7
97,1,0
3,4,4
95,4,4
46,2,5
54,2,5
92,1,0
41,1,0
82,2,5
99,2,5
63,7,3
23,7,3
41,2,5
79,4,4
32,9,7
76,4,4
56,4,4
48,2,7
77,1,0
31,9,7
68,9,7
91,7,3
78,9,7
89,2,7
27,9,7
55,4,4
24,2,7
57,4,4
88,4,4
48,9,7
75,9,7
97,4,4
93,4,4
67,4,4
45,4,4
60,4,4
90,5,1
53,7,7
46,2,7
4,4,4
35,4,4
62,9,7
53,2,7
90,4,4
73,3,7
94,4,4
28,9,7
38,2,7
38,9,7
100,7,7
34,4,4
71,2,7
73,9,7
5,7,7
22,7,7
8,4,4
47,4,4
97,9,7
17,2,7
100,2,7
51,7,7
99,4,4
76,9,7
93,2,7
13,3,7
72,7,7
80,3,7
6,9,7
76,8,7
94,2,7
71,7,7
96,7,7
52,4,4
49,7,7
35,4,7
10,7,7
26,2,7
87,2,7
70,7,7
82,9,7
5,4,4
88,1,0
22,4,4
92,2,7
75,2,7
47,9,7
29,2,7
84,2,7
79,9,7
8,9,7
48,7,7
44,3,7
32,7,7
25,7,7
