teid,qfi,qid
72,6,6
19,6,6
82,6,6
1,6,6
59,6,6
24,6,6
42,6,6
12,6,6
43,6,6
51,6,6
71,2,5
32,2,5
49,7,3
10,7,3
72,7,3
84,2,5
48,7,3
89,3,2
7,3,2
34,3,2
98,3,2
46,2,5
58,5,1
13,5,1
44,7,3
27,3,2
68,5,1
62,5,1
9,3,2
92,1,0
90,4,4
7,5,1
5,8,7
52,1,0
94,2,5
70,5,1
2,3,2
10,5,1
73,1,0
68,9,7
50,9,7
75,2,5
58,3,2
89,2,5
5,7,3
47,2,5
49,1,0
14,3,2
46,5,1
73,3,2
30,5,1
95,1,0
46,3,2
6,9,7
3,3,2
100,7,3
67,3,2
61,2,5
23,3,2
16,1,0
75,1,0
85,1,0
28,9,7
67,5,1
96,1,0
9,1,0
29,5,1
2,2,5
13,9,7
63,7,3
15,3,2
18,3,2
26,2,5
69,5,1
66,3,2
14,1,0
87,2,5
45,3,2
50,5,1
56,5,1
39,1,0
65,1,0
79,3,2
36,5,1
1,1,0
59,1,0
45,1,0
82,9,7
12,5,1
17,3,2
93,4,4
60,3,2
85,5,1
11,3,2
25,7,3
13,3,2
80,1,0
48,2,5
30,3,2
7,7,3
11,5,1
69,1,0
48,9,7
42,3,2
72,3,2
17,2,5
36,3,2
86,3,2
99,3,2
29,2,5
2,5,1
41,2,5
70,7,3
60,9,7
6,1,0
59,3,2
74,3,2
77,7,3
15,2,5
80,3,2
79,9,7
66,7,3
87,1,0
41,1,0
71,7,3
53,2,5
78,1,0
65,7,3
91,7,3
69,2,5
26,5,1
95,5,1
100,1,0
4,2,5
61,5,1
24,2,5
6,2,5
40,3,2
57,1,0
96,7,3
29,7,3
14,5,1
37,1,0
99,2,5
44,3,2
32,9,7
16,5,1
54,2,5
54,4,4
74,5,1
93,2,5
33,2,5
83,2,5
49,8,7
21,1,0
38,2,5
43,7,3
92,5,1
98,2,5
92,2,5
40,5,1
76,8,7
100,2,5
66,1,0
19,7,3
32,7,3
47,9,7
38,1,0
63,1,0
94,4,4
97,1,0
42,1,0
88,1,0
81,1,0
91,1,0
22,7,3
23,7,7
75,9,7
97,9,7
47,4,4
82,2,5
24,7,3
23,7,3
51,7,3
64,7,3
64,7,7
71,2,7
45,4,4
27,1,0
39,8,7
21,4,4
89,2,7
10,7,7
89,4,4
3,4,4
48,7,7
31,7,3
52,9,7
91,8,7
76,4,4
5,4,4
60,4,4
87,2,7
73,9,7
19,5,1
52,4,4
49,7,7
48,2,7
79,4,4
71,7,7
21,9,7
72,7,7
78,8,7
93,5,1
31,9,7
88,4,4
55,4,4
96,7,7
95,4,4
24,7,7
57,4,4
34,4,4
100,7,7
4,4,4
53,2,7
33,2,7
67,4,4
62,9,7
56,4,4
35,4,4
99,4,4
4,8,7
97,4,4
78,9,7
90,5,1
99,2,7
63,7,7
8,4,4
64,4,4
87,4,4
38,2,7
91,7,7
46,2,7
100,2,7
10,9,7
22,7,7
42,3,7
43,4,4
80,3,7
94,2,7
26,2,7
13,3,7
5,7,7
22,4,4
17,2,7
8,9,7
38,9,7
69,2,7
29,2,7
84,2,7
29,7,7
74,9,7
77,7,7
75,2,7
54,2,7
3,8,7
27,9,7
70,7,7
98,2,7
32,2,7
92,2,7
66,7,7
