teid,qfi,qid
19,6,6
1,6,6
12,6,6
20,6,6
8,6,6
28,6,6
81,6,6
33,6,6
80,6,6
55,6,6
68,6,6
25,6,6
19,7,3
65,7,3
53,7,3
22,7,3
91,7,3
71,7,3
49,7,3
98,3,2
45,3,2
60,3,2
40,5,1
16,5,1
95,5,1
13,3,2
13,9,7
32,2,5
88,1,0
31,9,7
50,5,1
76,9,7
48,9,7
89,3,2
58,5,1
97,1,0
2,5,1
59,3,2
30,5,1
15,2,5
62,5,1
74,5,1
34,3,2
14,3,2
10,5,1
68,5,1
79,3,2
93,2,5
70,5,1
58,3,2
42,3,2
87,1,0
23,3,2
96,7,3
46,3,2
63,1,0
95,1,0
63,7,3
52,1,0
44,3,2
9,3,2
25,7,3
73,9,7
68,9,7
12,5,1
19,5,1
18,3,2
85,5,1
99,2,5
42,1,0
30,3,2
65,1,0
86,3,2
29,2,5
11,3,2
15,3,2
8,9,7
26,2,5
93,5,1
17,3,2
40,3,2
46,5,1
73,3,2
38,2,5
69,2,5
74,3,2
5,4,4
13,5,1
54,2,5
95,4,4
85,1,0
6,1,0
26,5,1
9,1,0
66,7,3
98,2,5
46,2,5
80,1,0
74,9,7
27,9,7
7,3,2
24,2,5
4,2,5
94,2,5
47,2,5
105,7,3
11,5,1
106,7,3
104,7,3
51,7,7
66,3,2
109,3,2
6,2,5
49,1,0
72,3,2
108,3,2
70,7,3
110,3,2
111,3,2
58,1,0
32,7,3
75,1,0
3,3,2
83,2,5
107,3,2
2,3,2
31,7,3
69,5,1
10,7,3
92,2,5
81,1,0
80,3,2
57,1,0
27,3,2
89,2,5
48,2,5
36,3,2
62,9,7
64,7,3
92,5,1
7,5,1
38,1,0
61,5,1
61,2,5
29,5,1
82,2,5
91,1,0
73,1,0
69,1,0
66,1,0
78,1,0
21,1,0
90,5,1
56,5,1
2,2,5
55,4,4
77,1,0
71,2,5
100,2,5
7,7,3
84,2,5
41,1,0
87,2,5
29,7,3
17,2,5
90,9,7
1,1,0
100,7,3
27,1,0
33,2,5
48,7,3
45,1,0
18,4,4
65,7,7
37,1,0
44,7,3
51,7,3
14,1,0
43,7,3
53,2,5
39,1,0
34,4,4
57,8,7
35,9,7
96,1,0
45,4,4
72,7,3
92,1,0
100,1,0
97,4,4
17,2,7
77,7,3
77,6,6
77,7,7
24,7,3
23,7,3
23,7,7
10,9,7
5,7,3
67,4,4
35,4,4
81,9,7
34,9,7
19,7,7
36,5,1
89,4,4
76,4,4
79,4,4
75,9,7
67,5,1
22,4,4
36,3,7
4,2,7
20,8,7
43,4,4
72,7,7
39,9,7
90,4,4
54,4,4
64,4,4
14,5,1
60,4,4
8,4,4
31,7,7
88,4,4
4,4,4
46,2,7
6,2,7
44,7,7
94,4,4
21,4,4
94,8,7
7,7,7
100,7,7
3,4,4
52,4,4
96,7,7
61,2,7
57,4,4
54,2,7
71,2,7
49,7,7
28,9,7
63,7,7
54,8,7
52,9,7
48,7,7
71,7,7
56,4,4
47,4,4
43,7,7
92,2,7
38,9,7
47,9,7
10,7,7
94,2,7
82,2,7
87,4,4
93,2,7
93,4,4
82,9,7
79,9,7
6,9,7
78,9,7
21,9,7
47,2,7
69,2,7
61,9,7
80,3,7
41,4,4
32,9,7
59,6,6
64,7,7
58,3,7
26,2,7
33,2,7
2,2,7
