teid,qfi,qid
8,6,6
1,6,6
50,6,6
53,6,6
51,6,6
40,6,6
83,6,6
43,6,6
12,6,6
68,6,6
37,6,6
33,6,6
24,6,6
19,6,6
35,6,6
42,6,6
59,6,6
38,2,5
93,5,1
32,2,5
89,2,5
91,1,0
10,5,1
18,3,2
75,9,7
2,5,1
23,7,3
52,9,7
14,3,2
90,5,1
6,2,5
66,3,2
95,5,1
76,9,7
29,7,3
7,3,2
67,3,2
12,5,1
71,7,3
80,3,2
59,3,2
58,3,2
63,1,0
64,9,7
87,2,5
46,3,2
96,1,0
99,3,2
100,1,0
48,9,7
44,3,2
3,3,2
19,5,1
97,1,0
82,2,5
46,5,1
71,7,7
7,5,1
99,4,4
33,2,5
24,2,5
11,5,1
61,5,1
66,7,3
72,3,2
17,3,2
101,2,5
49,1,0
30,3,2
9,3,2
55,8,7
29,5,1
65,7,3
2,2,5
102,2,5
48,7,3
103,2,5
88,9,7
40,3,2
63,7,3
14,5,1
73,3,2
56,5,1
36,5,1
17,2,5
13,5,1
89,3,2
27,9,7
31,7,3
25,7,3
74,3,2
92,2,5
79,3,2
98,3,2
15,3,2
40,5,1
94,2,5
19,7,3
48,2,5
68,5,1
95,1,0
65,7,7
86,3,2
43,7,3
56,4,4
69,1,0
33,2,7
64,7,3
100,7,3
7,7,3
4,2,5
26,8,7
28,9,7
66,1,0
70,5,1
53,7,3
42,3,2
46,2,5
67,5,1
15,2,5
32,7,3
36,3,2
27,3,2
58,5,1
54,2,5
21,1,0
80,1,0
45,3,2
95,4,4
53,2,5
60,3,2
96,7,3
39,1,0
47,2,5
73,1,0
85,5,1
14,1,0
41,1,0
52,1,0
26,2,5
77,1,0
11,3,2
62,5,1
100,2,5
92,5,1
57,4,4
99,2,7
99,2,5
42,1,0
13,3,2
51,7,3
74,5,1
98,2,5
87,1,0
39,8,7
57,1,0
78,9,7
92,1,0
34,3,2
26,5,1
75,1,0
30,5,1
78,1,0
93,2,5
27,1,0
84,2,5
50,5,1
61,2,5
22,7,3
9,1,0
29,2,5
65,1,0
45,1,0
69,2,5
24,7,3
38,1,0
6,1,0
5,7,3
58,1,0
21,9,7
85,1,0
1,1,0
81,1,0
77,7,3
83,2,5
69,5,1
49,7,3
43,4,4
91,7,3
37,1,0
70,7,3
81,9,7
88,4,4
88,1,0
59,1,0
76,4,4
72,7,3
41,2,5
71,2,5
32,9,7
10,7,3
44,7,3
35,4,4
47,4,4
50,9,7
93,4,4
60,4,4
54,4,4
79,4,4
61,2,7
18,4,4
5,4,4
46,2,7
19,7,7
39,9,7
4,4,4
44,7,7
20,9,7
23,7,7
90,4,4
48,7,7
47,2,7
89,4,4
55,4,4
31,7,7
16,5,1
24,2,7
61,9,7
2,2,7
22,4,4
34,4,4
52,4,4
94,4,4
38,9,7
10,7,7
100,2,7
70,8,7
73,9,7
86,8,7
67,4,4
84,2,7
98,2,7
91,7,7
29,2,7
48,2,7
87,4,4
45,4,4
64,4,4
72,7,7
68,9,7
36,3,7
5,7,7
47,9,7
51,7,7
8,4,4
6,2,7
44,8,7
77,7,7
6,9,7
70,7,7
96,7,7
41,4,4
60,9,7
41,2,7
13,9,7
89,2,7
100,7,7
4,2,7
49,7,7
53,2,7
83,2,7
32,2,7
7,7,7
3,8,7
31,9,7
87,2,7
17,2,7
17,3,7
