teid,qfi,qid
37,6,6
40,6,6
71,6,6
30,6,6
28,6,6
72,6,6
19,6,6
35,6,6
25,6,6
84,6,6
62,6,6
55,6,6
80,6,6
5,8,7
67,3,7
78,9,7
74,9,7
38,9,7
8,9,7
21,9,7
94,8,7
20,9,7
50,9,7
70,7,3
49,7,3
85,5,1
14,5,1
77,7,3
5,7,3
50,5,1
58,5,1
92,5,1
95,5,1
30,5,1
62,5,1
34,3,2
29,5,1
15,3,2
40,3,2
41,2,5
65,7,3
60,3,2
69,2,5
74,3,2
23,3,2
31,9,7
36,3,2
59,3,2
86,3,2
44,3,2
79,3,2
29,2,5
47,2,5
11,3,2
58,3,2
3,3,2
67,3,2
75,1,0
82,2,5
51,7,3
41,1,0
98,3,2
36,5,1
25,7,3
70,5,1
63,1,0
66,3,2
14,3,2
2,5,1
93,2,5
73,1,0
88,1,0
7,5,1
87,2,5
69,5,1
12,5,1
99,3,2
90,5,1
2,3,2
97,1,0
46,3,2
67,5,1
29,7,3
83,2,5
11,5,1
89,2,5
2,2,5
45,3,2
98,2,5
93,5,1
30,3,2
40,5,1
10,7,3
42,3,2
27,3,2
89,3,2
7,3,2
18,3,2
56,5,1
17,3,2
100,2,5
94,2,5
27,1,0
39,1,0
72,7,3
19,7,3
49,8,7
46,2,5
72,3,2
26,5,1
61,2,5
80,3,2
84,2,5
13,3,2
38,1,0
96,1,0
63,7,3
22,7,3
104,3,2
92,1,0
48,2,5
108,3,2
105,3,2
21,1,0
13,5,1
3,8,7
45,4,4
107,3,2
9,3,2
106,3,2
109,3,2
16,5,1
66,1,0
49,1,0
85,1,0
42,1,0
73,3,2
71,7,3
9,1,0
17,2,5
113,2,5
114,2,5
111,2,5
112,2,5
110,2,5
76,4,4
10,5,1
23,7,3
64,7,3
81,1,0
65,1,0
68,5,1
100,1,0
99,2,5
53,2,5
66,7,3
74,5,1
58,1,0
6,1,0
24,2,5
8,4,4
1,1,0
15,2,5
48,7,3
91,1,0
37,1,0
92,2,5
14,1,0
32,7,3
45,1,0
32,7,7
33,2,5
32,9,7
59,1,0
95,1,0
52,1,0
43,4,4
16,1,0
78,1,0
75,2,5
77,1,0
44,7,3
31,7,3
24,7,3
26,2,5
4,4,4
96,7,3
53,7,3
87,1,0
75,9,7
56,6,6
6,2,5
38,2,5
54,2,5
91,7,3
79,4,4
7,7,3
100,7,3
57,4,4
43,7,3
41,4,4
43,7,7
60,9,7
71,2,5
44,8,7
60,4,4
89,4,4
53,7,7
29,7,7
46,5,1
47,9,7
5,4,4
67,4,4
87,4,4
99,4,4
27,3,7
90,4,4
33,2,7
64,4,4
3,4,4
56,4,4
91,7,7
19,5,1
61,5,1
90,9,7
91,8,7
98,3,7
79,9,7
22,7,7
10,7,7
64,7,7
70,7,7
95,4,4
21,4,4
88,9,7
35,4,4
94,4,4
97,4,4
51,7,7
68,9,7
24,7,7
17,2,7
59,3,7
14,3,7
18,4,4
34,4,4
86,3,7
12,6,6
5,7,7
52,4,4
94,2,7
82,9,7
76,9,7
100,7,7
47,4,4
22,4,4
99,2,7
54,4,4
93,2,7
27,9,7
9,8,7
92,2,7
55,4,4
83,2,7
89,3,7
79,4,7
75,2,7
88,4,4
73,9,7
99,3,7
63,7,7
97,9,7
65,7,7
13,9,7
48,7,7
93,4,4
44,7,7
29,2,7
38,2,7
96,7,7
0,0,0
83,8,7
67,4,7
47,2,7
72,7,7
84,2,7
