teid,qfi,qid
28,6,6
40,6,6
50,6,6
83,6,6
77,6,6
33,6,6
80,6,6
19,6,6
68,6,6
55,6,6
12,6,6
81,6,6
25,6,6
61,9,7
54,8,7
27,9,7
39,9,7
20,9,7
48,9,7
82,9,7
10,9,7
23,7,7
31,9,7
78,9,7
13,9,7
75,9,7
65,7,7
92,2,5
46,5,1
34,3,2
60,3,2
59,3,2
40,3,2
58,5,1
42,1,0
44,3,2
11,3,2
29,2,5
33,2,5
13,3,2
79,3,2
89,3,2
88,1,0
63,7,3
56,5,1
36,3,2
20,8,7
61,5,1
105,7,3
100,2,5
69,5,1
11,5,1
26,2,5
27,3,2
87,2,5
98,3,2
14,5,1
7,3,2
68,5,1
32,2,5
15,3,2
44,7,7
106,7,3
16,5,1
52,9,7
44,7,3
104,7,3
46,3,2
66,1,0
3,3,2
46,2,5
80,3,2
66,3,2
84,2,5
22,4,4
50,5,1
95,5,1
65,1,0
47,4,4
64,7,3
31,7,3
21,1,0
81,1,0
13,5,1
86,3,2
65,7,3
2,5,1
74,3,2
76,4,4
75,1,0
18,4,4
73,3,2
51,7,3
58,1,0
42,3,2
2,3,2
19,5,1
32,7,3
19,7,3
36,5,1
2,2,5
17,3,2
10,7,3
14,1,0
109,3,2
108,3,2
111,3,2
110,3,2
29,5,1
98,2,5
97,1,0
53,7,3
73,1,0
74,5,1
107,3,2
18,3,2
37,1,0
58,3,2
91,7,3
71,2,5
90,5,1
39,1,0
83,2,5
52,1,0
90,9,7
96,1,0
85,5,1
7,5,1
72,3,2
23,3,2
6,1,0
24,2,5
99,2,5
82,2,5
61,2,5
24,7,3
93,2,5
92,5,1
56,4,4
89,2,5
62,5,1
70,5,1
9,3,2
30,5,1
87,1,0
1,1,0
12,5,1
30,3,2
69,2,5
66,7,3
92,1,0
14,3,2
41,1,0
45,1,0
70,7,3
72,7,3
49,7,3
54,4,4
96,7,3
40,5,1
27,1,0
69,1,0
95,1,0
67,5,1
9,1,0
4,2,5
47,2,5
26,5,1
93,5,1
10,5,1
100,7,3
23,7,3
80,1,0
57,4,4
53,2,5
43,7,3
100,1,0
7,7,3
15,2,5
94,2,5
77,7,3
91,1,0
63,1,0
78,1,0
89,4,4
64,4,4
17,2,5
6,2,5
48,7,3
5,7,3
54,2,5
77,1,0
38,2,5
60,4,4
57,1,0
48,2,5
38,1,0
25,7,3
85,1,0
79,9,7
22,7,3
29,7,3
41,4,4
72,7,7
87,4,4
4,4,4
97,4,4
35,4,4
79,4,4
48,7,7
8,9,7
52,4,4
17,2,7
3,4,4
95,4,4
35,9,7
21,4,4
94,8,7
43,4,4
93,4,4
61,2,7
54,2,7
73,9,7
62,9,7
8,4,4
34,4,4
4,2,7
57,8,7
47,9,7
99,4,4
21,9,7
33,8,7
88,4,4
5,4,4
94,4,4
64,7,7
66,7,7
63,7,7
22,7,7
49,1,0
96,7,7
71,2,7
6,2,7
100,7,7
67,4,4
51,7,7
29,7,7
31,7,7
90,4,4
81,9,7
45,4,4
24,2,7
82,2,7
19,7,7
93,2,7
94,2,7
32,9,7
34,9,7
24,7,7
92,2,7
7,7,7
38,9,7
47,2,7
36,3,7
69,2,7
55,4,4
6,9,7
14,3,7
49,7,7
28,8,7
12,8,7
25,7,7
70,7,7
77,7,7
60,9,7
43,7,7
33,2,7
2,2,7
74,9,7
