teid,qfi,qid
24,6,6
37,6,6
43,6,6
71,6,6
42,6,6
80,6,6
22,6,6
83,6,6
40,6,6
20,6,6
11,6,6
27,9,7
33,8,7
48,9,7
97,9,7
76,9,7
13,9,7
47,9,7
81,9,7
73,9,7
75,2,5
60,3,2
47,2,5
99,2,5
70,7,3
9,3,2
46,3,2
50,5,1
61,5,1
14,5,1
2,3,2
74,3,2
67,3,2
36,3,2
62,5,1
69,5,1
85,5,1
53,2,5
42,3,2
93,5,1
79,3,2
2,2,5
66,7,3
45,1,0
58,5,1
12,5,1
53,7,3
30,5,1
10,5,1
26,5,1
3,3,2
7,3,2
10,7,3
66,3,2
99,3,2
88,1,0
89,3,2
86,3,2
30,3,2
100,1,0
19,5,1
65,1,0
54,2,5
58,3,2
77,1,0
23,3,2
2,5,1
18,3,2
67,5,1
80,3,2
15,2,5
56,5,1
26,2,5
37,1,0
83,2,5
46,5,1
77,7,3
81,1,0
96,7,3
96,7,7
52,1,0
27,3,2
97,1,0
98,3,2
78,1,0
16,5,1
63,7,3
9,1,0
84,2,5
41,1,0
89,2,5
32,7,3
17,3,2
95,5,1
100,2,5
52,9,7
71,7,3
40,3,2
36,5,1
70,5,1
34,3,2
97,4,4
13,3,2
33,2,5
73,1,0
65,7,3
64,7,3
29,5,1
22,7,3
72,3,2
13,5,1
49,1,0
16,1,0
20,9,7
22,7,7
73,3,2
17,2,5
75,1,0
61,2,5
58,1,0
11,3,2
59,3,2
92,5,1
25,7,3
51,7,3
4,2,5
1,1,0
48,7,3
94,2,5
27,1,0
6,1,0
6,2,5
96,1,0
15,3,2
49,7,3
14,3,2
95,1,0
63,1,0
59,1,0
66,1,0
30,6,6
91,7,3
42,1,0
74,5,1
40,5,1
7,5,1
43,7,3
29,2,5
41,2,5
69,2,5
11,5,1
69,1,0
71,2,5
90,5,1
24,7,3
80,1,0
82,2,5
57,1,0
34,4,4
91,1,0
21,9,7
32,2,5
87,4,4
85,1,0
24,2,5
87,1,0
21,4,4
100,7,3
21,1,0
92,1,0
10,9,7
72,7,3
87,2,5
7,7,3
46,2,5
14,1,0
39,1,0
31,7,3
44,7,3
38,1,0
19,7,3
98,2,5
48,2,5
5,7,3
29,7,3
23,7,3
67,4,4
55,8,7
77,7,7
47,4,4
100,2,7
55,4,4
60,9,7
64,4,4
50,6,6
95,4,4
50,9,7
90,4,4
8,4,4
25,6,6
29,2,7
68,9,7
35,4,4
93,2,5
46,2,7
100,7,7
33,2,7
88,4,4
44,7,7
82,9,7
68,5,1
3,4,4
8,9,7
43,7,7
63,7,7
38,9,7
54,4,4
41,4,4
7,7,7
23,7,7
9,8,7
76,4,4
49,7,7
18,8,7
64,7,7
66,7,7
10,7,7
78,9,7
43,4,4
79,4,4
5,4,4
32,2,7
28,9,7
89,4,4
57,4,4
18,4,4
60,4,4
4,4,4
88,9,7
52,4,4
51,7,7
75,9,7
61,2,7
65,7,7
34,3,7
31,7,7
22,4,4
19,7,7
45,4,4
61,9,7
25,7,7
31,9,7
94,4,4
56,4,4
53,2,7
83,2,7
82,2,7
69,2,7
94,2,7
32,7,7
32,9,7
64,9,7
