teid,qfi,qid
19,6,6
62,6,6
20,6,6
12,6,6
56,6,6
28,6,6
30,6,6
77,6,6
50,6,6
33,6,6
25,6,6
24,6,6
80,6,6
71,6,6
49,8,7
81,9,7
62,9,7
78,9,7
38,9,7
60,9,7
40,5,1
11,5,1
73,1,0
21,4,4
50,5,1
7,5,1
45,3,2
54,2,5
67,5,1
31,7,3
42,1,0
80,3,2
73,3,2
45,1,0
44,3,2
52,4,4
89,3,2
13,5,1
54,4,4
24,2,5
51,7,3
59,1,0
32,7,3
74,3,2
63,7,3
26,2,5
46,5,1
16,5,1
64,9,7
74,5,1
96,1,0
56,5,1
72,3,2
48,2,5
2,3,2
34,3,2
13,3,2
42,3,2
9,3,2
13,3,7
59,3,2
69,5,1
99,2,5
67,3,2
18,3,2
16,1,0
66,1,0
66,3,2
94,2,5
61,5,1
92,1,0
97,1,0
14,3,2
29,5,1
95,5,1
30,5,1
17,3,2
30,3,2
60,3,2
15,2,5
53,7,3
27,1,0
98,3,2
68,5,1
89,2,5
70,5,1
60,4,4
38,2,5
40,3,2
6,2,5
62,5,1
58,3,2
89,4,4
87,1,0
7,3,2
29,7,3
79,3,2
76,9,7
26,5,1
47,2,5
48,7,3
86,3,2
85,5,1
58,1,0
19,7,3
3,3,2
19,5,1
23,7,3
12,5,1
37,1,0
96,7,3
92,5,1
61,2,5
83,2,5
10,5,1
75,2,5
93,5,1
63,1,0
81,1,0
88,4,4
90,5,1
46,3,2
32,9,7
69,2,5
100,1,0
4,2,5
64,7,3
93,2,5
10,7,3
80,1,0
100,2,5
66,7,3
95,1,0
23,3,2
27,3,2
5,7,3
5,7,7
77,7,3
73,9,7
44,7,3
58,5,1
57,1,0
7,7,3
71,7,3
99,3,2
69,1,0
92,2,5
75,1,0
36,3,2
49,1,0
91,1,0
84,2,5
75,9,7
41,1,0
65,1,0
17,2,5
39,1,0
14,1,0
87,2,5
43,4,4
32,2,5
2,5,1
33,2,5
10,9,7
21,1,0
77,1,0
19,7,7
91,7,3
38,1,0
11,3,2
41,2,5
85,1,0
73,3,7
78,1,0
88,1,0
14,5,1
52,1,0
71,2,5
29,2,5
43,7,3
1,1,0
97,4,4
84,8,7
100,7,3
95,4,4
99,4,4
34,4,4
9,1,0
46,2,5
25,7,3
22,7,3
6,1,0
49,7,3
8,4,4
65,7,3
65,7,7
72,7,3
70,8,7
28,9,7
22,4,4
44,8,7
90,4,4
39,9,7
34,9,7
25,7,7
36,5,1
18,4,4
32,7,7
8,4,7
56,4,4
27,9,7
76,4,4
44,7,7
16,8,7
47,4,4
40,3,7
93,4,4
4,4,4
79,4,4
2,2,5
50,9,7
35,9,7
61,2,7
71,7,7
91,7,7
55,4,4
33,2,7
87,4,4
96,7,7
67,3,7
64,4,4
5,4,4
57,4,4
90,9,7
100,7,7
6,2,7
77,7,7
70,7,3
41,4,4
48,7,7
72,7,7
32,2,7
99,2,7
68,9,7
61,9,7
83,2,7
13,9,7
48,2,7
29,7,7
35,4,4
54,2,7
17,2,7
4,2,7
53,6,6
34,4,7
67,4,4
47,4,7
92,2,7
52,9,7
100,2,7
71,2,7
69,2,7
88,9,7
74,9,7
20,9,7
79,9,7
84,2,7
47,2,7
