teid,qfi,qid
40,6,6
35,6,6
43,6,6
8,6,6
55,6,6
59,6,6
81,6,6
56,6,6
72,6,6
53,6,6
83,6,6
6,2,5
38,2,5
15,2,5
24,2,5
54,2,5
4,2,5
87,2,5
69,2,5
47,2,5
72,3,2
60,3,2
46,3,2
23,3,2
33,2,5
45,3,2
82,2,5
73,3,2
58,3,2
14,3,2
99,3,2
18,3,2
69,5,1
56,5,1
26,5,1
57,1,0
8,4,4
59,1,0
16,1,0
48,9,7
27,1,0
100,7,3
74,5,1
85,5,1
42,3,2
14,5,1
74,3,2
90,5,1
79,9,7
7,3,2
93,4,4
4,4,4
67,3,2
74,9,7
16,5,1
32,2,5
65,1,0
98,2,5
30,5,1
25,7,3
13,5,1
27,3,2
75,2,5
13,3,2
10,5,1
22,7,3
44,3,2
93,2,5
86,3,2
100,1,0
2,5,1
66,3,2
79,3,2
91,1,0
62,5,1
88,9,7
39,1,0
88,1,0
35,4,4
71,2,5
60,9,7
61,9,7
95,4,4
67,5,1
7,5,1
48,2,5
9,3,2
2,2,5
72,7,3
36,5,1
75,1,0
80,3,2
70,5,1
24,7,3
39,9,7
92,2,5
15,3,2
11,5,1
78,1,0
95,5,1
1,1,0
12,5,1
98,3,2
17,2,5
19,7,3
46,2,5
89,3,2
68,5,1
64,7,3
31,7,3
36,3,2
49,1,0
61,5,1
52,1,0
80,1,0
92,5,1
92,1,0
50,5,1
17,3,2
91,7,3
29,5,1
38,1,0
7,7,3
96,7,3
41,2,5
62,9,7
44,7,3
2,3,2
65,7,3
22,4,4
53,2,5
29,2,5
3,3,2
63,7,3
45,1,0
14,1,0
34,3,2
10,7,3
40,5,1
77,7,3
11,3,2
30,3,2
94,2,5
6,1,0
59,3,2
46,5,1
58,5,1
61,2,5
29,7,3
19,5,1
9,1,0
70,7,3
95,1,0
73,1,0
77,1,0
48,7,3
37,1,0
83,2,7
66,7,3
23,7,3
66,1,0
84,2,5
41,1,0
94,2,7
96,1,0
58,1,0
69,1,0
85,1,0
53,2,7
87,1,0
42,1,0
99,4,4
100,2,5
83,2,5
54,8,7
97,9,7
99,2,5
52,4,4
24,7,7
43,4,4
21,1,0
53,7,3
5,7,3
81,1,0
71,7,3
43,7,3
97,1,0
5,4,4
78,9,7
64,9,7
97,4,4
18,4,4
60,4,4
45,4,4
73,9,7
75,9,7
93,5,1
6,2,7
24,2,7
47,4,4
84,2,7
43,7,7
79,4,4
57,4,4
20,9,7
88,4,4
30,3,7
34,4,4
21,4,4
21,9,7
52,9,7
25,7,7
94,4,4
70,7,7
76,4,4
38,2,7
7,3,7
72,7,7
51,8,7
4,2,7
15,2,7
27,9,7
39,8,7
59,3,7
41,4,4
63,7,7
55,4,4
25,8,7
29,7,7
3,4,4
36,8,7
77,7,7
90,4,4
87,2,7
3,3,7
91,7,7
54,4,4
28,9,7
46,3,7
13,9,7
64,7,7
20,8,7
70,8,7
10,7,7
64,4,4
18,3,7
53,7,7
66,7,7
90,9,7
82,2,7
98,2,7
75,2,7
86,6,6
82,9,7
10,9,7
17,2,7
31,9,7
22,7,7
68,9,7
93,2,7
6,9,7
92,2,7
46,2,7
99,2,7
2,2,7
54,2,7
71,2,7
