teid,qfi,qid
35,6,6
19,6,6
37,6,6
43,6,6
42,6,6
8,6,6
56,6,6
12,6,6
82,6,6
1,6,6
40,6,6
24,6,6
25,6,6
51,6,6
53,6,6
59,6,6
20,6,6
49,7,3
64,7,3
38,1,0
48,9,7
8,9,7
14,3,2
45,3,2
36,5,1
10,5,1
34,4,4
58,1,0
93,5,1
11,5,1
48,7,3
13,3,2
70,7,7
70,7,3
64,9,7
92,5,1
79,3,2
36,3,2
62,9,7
52,1,0
95,5,1
7,7,3
74,9,7
14,1,0
85,1,0
43,7,3
40,3,2
40,5,1
69,2,5
73,9,7
13,5,1
35,9,7
7,5,1
12,5,1
84,2,5
38,2,5
91,7,3
58,3,2
60,9,7
1,1,0
32,2,5
3,3,2
15,3,2
17,3,2
67,5,1
66,7,3
54,4,4
74,3,2
30,5,1
97,1,0
21,1,0
9,1,0
16,5,1
62,5,1
100,2,5
80,3,2
9,3,2
29,5,1
23,7,3
96,7,3
51,7,3
27,3,2
70,5,1
65,7,3
86,3,2
73,3,2
99,3,2
58,5,1
100,1,0
87,1,0
31,9,7
60,3,2
4,2,5
53,2,5
61,5,1
78,1,0
41,1,0
102,2,5
69,1,0
73,1,0
67,3,2
101,2,5
18,3,2
83,2,5
63,7,3
82,2,5
98,3,2
77,7,3
91,1,0
21,9,7
7,3,2
103,2,5
59,3,2
95,1,0
42,3,2
2,3,2
69,5,1
90,5,1
93,2,5
19,7,3
19,5,1
25,7,3
34,3,2
68,5,1
31,7,3
85,5,1
46,3,2
11,3,2
6,2,5
26,5,1
71,2,5
33,2,5
89,3,2
66,3,2
26,2,5
27,1,0
46,5,1
46,2,5
66,1,0
30,3,2
44,7,3
63,1,0
72,3,2
92,1,0
14,5,1
92,2,5
90,4,4
2,5,1
94,2,5
27,9,7
75,1,0
39,1,0
37,1,0
71,7,3
29,7,3
41,2,5
81,1,0
54,2,5
98,2,5
57,4,4
65,1,0
77,1,0
45,1,0
74,5,1
29,2,5
7,7,7
50,5,1
52,9,7
6,1,0
48,2,5
32,7,3
15,2,5
49,1,0
80,1,0
22,7,3
57,1,0
47,2,5
24,7,3
59,1,0
90,9,7
2,2,5
56,4,4
61,2,7
61,2,5
69,2,7
99,2,5
72,7,3
24,2,5
5,7,3
87,2,5
22,4,4
35,4,4
31,7,7
89,2,5
88,4,4
88,1,0
26,8,7
42,1,0
53,7,3
96,1,0
21,4,4
55,4,4
10,7,3
5,7,7
100,7,3
8,4,4
38,9,7
99,4,4
55,8,7
43,4,4
44,7,7
28,9,7
19,7,7
91,8,7
56,5,1
68,9,7
100,2,7
60,4,4
76,9,7
79,4,4
78,9,7
10,7,7
94,4,4
47,4,4
2,2,7
23,7,7
9,8,7
76,4,4
61,9,7
48,7,7
23,3,2
47,2,7
67,4,4
84,2,7
92,2,7
89,4,4
32,9,7
5,4,4
72,7,7
93,2,7
77,7,7
44,8,7
93,4,4
46,2,7
87,4,4
4,4,4
47,9,7
98,2,7
45,4,4
71,7,7
79,9,7
29,2,7
51,7,7
6,2,7
99,2,7
91,7,7
64,4,4
41,2,7
36,3,7
52,4,4
6,9,7
13,9,7
41,4,4
95,4,4
71,2,7
18,4,4
88,9,7
4,2,7
65,7,7
81,9,7
89,2,7
53,7,7
50,9,7
100,7,7
53,2,7
68,6,6
83,2,7
32,2,7
82,9,7
0,0,0
58,3,7
94,2,7
