teid,qfi,qid
40,6,6
56,6,6
51,6,6
8,6,6
24,6,6
62,6,6
37,6,6
72,6,6
53,6,6
12,6,6
82,6,6
11,6,6
31,8,7
35,9,7
15,8,7
76,9,7
38,9,7
1,8,7
10,9,7
21,9,7
48,9,7
61,2,5
48,2,5
92,2,5
84,2,5
46,3,2
67,3,2
74,3,2
79,3,2
34,3,2
18,3,2
17,3,2
73,3,2
7,3,2
45,3,2
86,3,2
100,2,5
44,3,2
83,2,5
2,3,2
87,2,5
89,3,2
66,3,2
89,2,5
98,3,2
40,3,2
60,3,2
96,7,3
15,3,2
36,5,1
23,3,2
15,2,5
85,5,1
7,5,1
16,5,1
14,1,0
23,7,3
90,5,1
53,7,3
93,2,5
10,5,1
93,5,1
3,3,2
11,5,1
17,2,5
64,7,3
54,2,5
59,3,2
95,1,0
69,5,1
56,5,1
47,2,5
33,2,5
99,2,5
67,5,1
48,7,3
90,4,4
30,3,2
78,1,0
10,7,3
107,7,3
105,7,3
106,7,3
52,1,0
85,1,0
104,7,3
49,1,0
77,7,3
12,5,1
92,5,1
36,3,2
70,5,1
44,7,3
69,2,5
49,7,3
99,3,2
32,2,5
87,1,0
42,3,2
27,3,2
40,5,1
32,7,3
42,1,0
110,3,2
111,3,2
112,3,2
108,3,2
26,2,5
109,3,2
11,3,2
57,8,7
75,1,0
34,9,7
58,5,1
71,7,3
2,5,1
62,5,1
70,7,3
19,5,1
80,3,2
13,3,2
4,2,5
73,1,0
13,5,1
91,1,0
14,5,1
100,7,3
71,2,5
21,1,0
66,7,3
81,1,0
29,7,3
88,4,4
31,7,3
50,5,1
72,3,2
14,3,2
6,1,0
51,7,3
26,5,1
61,5,1
98,2,5
77,1,0
66,1,0
6,2,5
43,7,3
69,1,0
100,1,0
39,1,0
41,1,0
63,1,0
1,1,0
24,7,3
29,5,1
24,2,5
74,5,1
20,9,7
30,5,1
38,1,0
9,1,0
75,2,5
65,7,3
2,2,5
29,2,5
65,1,0
46,2,5
94,2,5
68,5,1
82,2,5
25,7,3
7,7,3
59,1,0
92,1,0
5,7,3
63,7,3
96,1,0
97,1,0
38,2,5
50,9,7
53,2,5
45,1,0
57,1,0
80,1,0
91,7,3
41,2,5
47,4,4
16,1,0
57,4,4
72,7,3
19,7,3
22,7,3
54,2,7
66,7,7
8,4,4
93,4,4
29,7,7
98,2,7
6,2,7
72,7,7
8,9,7
89,4,4
58,3,2
64,9,7
51,7,7
45,4,4
87,4,4
79,4,4
32,9,7
46,5,1
56,4,4
95,4,4
3,4,4
34,4,4
52,9,7
95,5,1
35,4,4
6,9,7
85,8,7
88,9,7
12,8,7
70,7,7
43,4,4
64,4,4
71,7,7
24,7,7
67,4,4
18,4,4
54,4,4
99,4,4
22,4,4
99,3,7
60,9,7
76,4,4
80,3,7
47,9,7
83,2,7
55,4,4
94,4,4
52,4,4
49,7,7
4,2,7
97,4,4
5,4,4
22,7,7
55,8,7
61,2,7
46,2,7
27,9,7
23,7,7
10,7,7
32,2,7
4,4,4
60,3,7
21,4,4
97,9,7
47,2,7
68,9,7
5,7,7
99,2,7
96,7,7
33,2,7
91,7,7
78,9,7
53,7,7
15,2,7
71,2,7
60,4,4
2,2,7
28,9,7
81,9,7
38,2,7
65,7,7
