teid,qfi,qid
65,8,7
61,9,7
31,9,7
39,9,7
35,9,7
51,7,7
73,9,7
20,9,7
98,2,7
28,9,7
10,7,3
87,2,5
66,7,3
2,2,5
77,7,3
71,2,5
84,2,5
28,6,6
86,6,6
42,6,6
19,6,6
50,6,6
12,6,6
20,6,6
73,3,2
27,3,2
58,5,1
93,5,1
36,3,2
87,1,0
70,5,1
89,3,2
99,3,2
29,5,1
16,5,1
62,5,1
92,2,5
23,7,3
10,5,1
40,5,1
53,2,5
63,7,3
56,5,1
46,3,2
74,3,2
45,3,2
70,7,3
11,3,2
30,3,2
68,5,1
15,2,5
24,2,5
24,7,3
42,3,2
14,3,2
60,3,2
2,3,2
92,5,1
72,3,2
94,2,5
49,7,3
66,3,2
74,5,1
22,7,3
34,3,2
9,3,2
44,7,3
69,2,5
100,2,5
58,3,2
90,5,1
91,1,0
18,3,2
7,3,2
19,5,1
31,7,3
40,3,2
21,4,4
69,5,1
67,3,2
80,3,2
23,3,2
30,5,1
58,1,0
85,5,1
26,5,1
36,5,1
59,1,0
95,5,1
13,5,1
48,2,5
45,1,0
97,1,0
64,7,3
4,2,5
88,1,0
16,1,0
43,4,4
49,1,0
78,1,0
53,7,3
91,7,3
32,2,5
79,3,2
52,9,7
32,7,3
93,2,5
46,5,1
3,3,2
26,2,5
27,9,7
75,1,0
82,2,5
72,7,3
89,2,5
57,1,0
1,1,0
42,1,0
44,3,2
6,1,0
13,3,2
59,3,2
15,3,2
100,1,0
37,1,0
33,2,5
75,2,5
38,1,0
66,1,0
14,1,0
99,2,5
38,2,5
12,5,1
83,2,5
17,2,5
85,1,0
41,1,0
80,1,0
61,5,1
69,1,0
62,9,7
81,1,0
51,7,3
47,2,5
71,7,3
7,7,3
25,7,3
50,5,1
65,1,0
77,1,0
38,2,7
27,1,0
95,1,0
7,5,1
53,2,7
41,4,4
79,4,4
96,1,0
6,2,5
98,2,5
43,7,3
39,1,0
65,7,3
41,2,5
73,1,0
9,1,0
98,3,2
63,1,0
8,4,4
50,9,7
60,4,4
29,2,5
83,2,7
5,7,3
10,9,7
19,7,3
83,6,6
29,7,3
88,9,7
34,9,7
76,9,7
67,5,1
7,7,7
90,4,4
89,4,4
22,4,4
75,2,7
83,8,7
12,8,7
60,9,7
5,8,7
11,5,1
87,4,4
89,2,7
14,5,1
25,7,7
35,4,4
71,2,7
23,7,7
32,9,7
66,7,7
67,4,4
5,7,7
77,7,7
94,4,4
63,7,7
97,9,7
99,4,4
10,7,7
44,7,7
4,4,4
84,8,7
96,7,3
48,9,7
93,2,7
56,4,4
61,2,5
95,4,4
65,7,7
93,4,4
33,8,7
53,7,7
48,2,7
47,4,4
34,4,4
18,4,4
72,7,7
49,7,7
64,4,4
43,7,7
5,4,4
2,5,1
45,4,4
68,9,7
92,2,7
19,7,7
6,2,7
3,4,4
47,9,7
96,7,7
21,1,0
70,7,7
64,7,7
97,4,4
84,2,7
54,4,4
17,8,7
32,7,7
4,2,7
94,2,7
13,9,7
4,4,7
23,3,7
82,9,7
15,2,7
24,2,7
24,7,7
11,6,6
33,2,7
31,7,7
100,2,7
91,7,7
