teid,qfi,qid
19,6,6
1,6,6
80,6,6
33,6,6
28,6,6
81,6,6
12,6,6
68,6,6
59,6,6
77,6,6
2,2,7
94,8,7
73,9,7
8,9,7
27,9,7
75,9,7
52,9,7
13,9,7
90,9,7
79,9,7
48,9,7
82,9,7
6,9,7
47,9,7
47,2,5
32,7,3
10,7,3
23,7,3
19,7,3
80,3,2
9,3,2
74,3,2
44,3,2
86,3,2
48,2,5
2,3,2
38,2,5
27,3,2
65,7,3
79,3,2
42,3,2
58,3,2
7,3,2
53,7,3
13,3,2
60,3,2
5,4,4
33,2,5
73,3,2
19,5,1
11,3,2
97,4,4
70,5,1
93,5,1
7,5,1
34,3,2
100,1,0
98,3,2
29,2,5
97,1,0
66,7,3
46,5,1
50,5,1
27,1,0
72,3,2
14,1,0
81,1,0
69,2,5
63,7,3
89,3,2
61,2,5
93,2,5
82,2,5
108,3,2
109,3,2
17,3,2
110,3,2
23,3,2
14,5,1
111,3,2
16,5,1
30,3,2
6,1,0
83,2,5
4,2,5
31,7,3
46,3,2
12,5,1
40,3,2
85,5,1
84,2,5
107,3,2
92,1,0
46,2,5
15,3,2
66,3,2
25,7,3
56,5,1
87,4,4
95,5,1
14,3,2
30,5,1
89,2,5
18,3,2
15,2,5
6,2,5
73,1,0
75,1,0
62,5,1
91,1,0
61,5,1
25,6,6
71,2,5
54,2,5
45,1,0
17,2,5
3,3,2
36,3,2
13,5,1
88,1,0
87,1,0
96,7,3
52,1,0
24,2,5
69,5,1
44,7,3
29,7,3
49,1,0
67,5,1
77,1,0
47,2,7
74,5,1
59,3,2
72,7,3
94,2,5
26,5,1
32,2,5
7,7,3
45,3,2
105,7,3
64,7,3
106,7,3
10,5,1
104,7,3
51,7,3
58,5,1
95,1,0
68,5,1
90,5,1
98,2,5
9,1,0
24,7,3
92,5,1
62,9,7
48,7,3
37,1,0
29,5,1
55,4,4
43,7,3
94,4,4
2,5,1
92,2,5
80,1,0
55,6,6
11,5,1
78,1,0
41,1,0
42,1,0
53,2,5
96,1,0
49,7,3
91,7,3
99,2,5
58,1,0
85,1,0
21,1,0
65,1,0
66,1,0
38,1,0
95,4,4
40,5,1
87,2,5
57,1,0
35,9,7
63,1,0
2,2,5
5,7,3
1,1,0
39,1,0
77,7,3
69,1,0
100,7,3
93,4,4
23,7,7
100,2,5
22,7,3
70,7,3
71,7,3
26,2,5
98,2,7
35,4,4
90,4,4
88,4,4
65,7,7
39,9,7
57,8,7
41,4,4
78,9,7
34,9,7
36,5,1
34,4,4
47,4,4
74,9,7
38,9,7
31,9,7
71,7,7
76,4,4
60,4,4
45,4,4
64,4,4
10,7,7
48,2,7
22,4,4
68,9,7
89,4,4
21,4,4
38,2,7
44,7,7
8,6,6
43,4,4
7,7,7
26,2,7
3,4,4
18,4,4
57,4,4
8,4,4
54,8,7
81,9,7
56,4,4
99,2,7
87,2,7
67,4,4
31,7,7
29,2,7
32,2,7
64,7,7
29,7,7
28,9,7
49,7,7
72,7,7
99,4,4
53,2,7
54,4,4
43,7,7
21,9,7
4,4,4
84,2,7
20,8,7
58,3,7
51,7,7
15,2,7
77,7,7
61,9,7
76,9,7
66,7,7
32,9,7
61,2,7
97,9,7
54,2,7
48,7,7
52,4,4
19,7,7
6,2,7
0,0,16
0,0,24
0,0,8
71,2,7
79,4,4
