teid,qfi,qid
43,6,6
83,6,6
33,6,6
11,6,6
24,6,6
8,6,6
37,6,6
68,6,6
40,6,6
42,6,6
19,6,6
81,6,6
86,6,6
12,6,6
1,6,6
84,6,6
96,6,6
57,8,7
73,9,7
35,9,7
13,9,7
25,7,7
34,9,7
38,9,7
6,9,7
5,7,7
60,9,7
90,9,7
38,2,7
32,7,7
43,7,3
24,7,3
61,5,1
93,5,1
90,5,1
88,1,0
22,7,3
27,9,7
64,4,4
89,3,2
9,3,2
82,9,7
99,3,2
30,3,2
15,2,5
7,5,1
70,5,1
30,5,1
21,4,4
13,5,1
40,3,2
85,5,1
36,5,1
95,5,1
29,7,3
75,2,5
15,3,2
17,3,2
70,7,3
71,2,5
34,3,2
40,5,1
86,3,2
92,5,1
27,3,2
68,5,1
23,3,2
79,9,7
3,3,2
42,3,2
13,3,2
72,3,2
79,3,2
73,3,2
2,3,2
38,1,0
63,7,3
36,3,2
56,5,1
60,3,2
48,7,3
18,3,2
11,3,2
65,7,3
46,3,2
32,2,5
87,2,5
50,5,1
59,3,2
42,1,0
100,2,5
45,3,2
66,1,0
46,2,5
67,3,2
91,1,0
24,2,5
55,8,7
6,2,5
69,5,1
33,2,5
12,5,1
80,1,0
80,3,2
19,5,1
66,3,2
7,7,3
67,5,1
98,3,2
84,2,5
34,4,4
2,2,5
4,4,4
58,1,0
10,7,3
2,5,1
23,7,3
6,1,0
59,1,0
49,7,3
44,3,2
38,2,5
93,2,5
61,2,7
11,5,1
41,1,0
57,1,0
99,2,5
89,2,5
53,7,3
87,1,0
81,1,0
54,2,5
66,7,3
37,1,0
77,1,0
17,2,5
52,1,0
10,5,1
19,7,3
96,1,0
63,1,0
97,1,0
89,4,4
53,2,5
48,2,5
78,1,0
32,7,3
94,2,5
58,3,2
73,1,0
47,2,5
74,3,2
18,4,4
95,1,0
26,5,1
92,1,0
49,1,0
74,5,1
100,1,0
85,1,0
46,5,1
25,7,3
51,7,3
69,2,5
61,2,5
57,4,4
29,2,5
63,7,7
55,4,4
21,1,0
83,2,5
9,1,0
98,2,5
4,2,5
14,5,1
82,2,5
27,1,0
65,1,0
91,7,3
100,7,3
16,1,0
92,2,5
44,7,3
69,1,0
36,8,7
39,1,0
97,4,4
71,7,3
35,4,4
41,2,5
1,1,0
30,3,7
64,7,3
75,1,0
77,7,3
3,4,4
23,8,7
5,7,3
31,7,3
68,9,7
67,4,4
90,4,4
94,4,4
49,7,7
29,5,1
75,2,7
87,4,4
62,5,1
91,7,7
93,4,4
28,9,7
95,4,4
44,7,7
77,7,7
43,4,4
33,2,7
16,8,7
81,9,7
66,7,7
2,2,7
54,4,4
64,9,7
76,4,4
41,4,4
22,4,4
64,7,7
60,4,4
76,8,7
83,2,7
22,7,7
16,5,1
45,4,4
2,3,7
43,7,7
98,2,7
31,9,7
23,7,7
31,7,7
79,4,4
19,7,7
89,2,7
52,4,4
7,7,7
87,2,7
75,9,7
88,4,4
5,4,4
62,9,7
71,7,7
10,9,7
56,4,4
47,9,7
99,4,4
48,2,7
80,3,7
8,4,4
54,2,7
51,7,7
47,4,4
84,8,7
71,2,7
88,9,7
65,7,7
74,9,7
99,2,7
84,2,7
69,2,7
25,6,6
