teid,qfi,qid
50,6,6
68,6,6
37,6,6
40,6,6
72,6,6
55,6,6
56,6,6
28,6,6
22,6,6
11,6,6
98,2,5
71,2,5
53,2,5
82,2,5
99,2,5
29,7,3
6,2,5
84,2,5
66,7,3
70,7,3
41,2,5
11,3,2
2,3,2
64,7,3
58,3,2
14,1,0
79,3,2
42,3,2
18,3,2
27,3,2
46,3,2
9,3,2
85,5,1
59,3,2
7,3,2
27,9,7
96,1,0
100,1,0
70,5,1
42,1,0
19,7,3
28,9,7
56,5,1
26,5,1
34,3,2
62,5,1
65,7,3
61,9,7
99,3,2
14,3,2
54,2,5
68,5,1
30,5,1
3,3,2
91,1,0
13,5,1
100,7,3
29,2,5
19,5,1
54,4,4
17,2,5
11,5,1
24,2,5
67,3,2
85,1,0
45,3,2
69,2,5
40,5,1
34,9,7
7,7,3
92,1,0
82,9,7
93,5,1
80,3,2
23,3,2
50,5,1
72,3,2
69,5,1
89,3,2
66,3,2
16,1,0
36,3,2
58,5,1
60,3,2
74,3,2
89,2,5
92,2,5
43,4,4
63,1,0
17,3,2
80,1,0
88,1,0
14,5,1
37,1,0
65,1,0
31,9,7
79,3,7
7,5,1
30,3,2
33,2,5
40,3,2
13,3,2
90,5,1
46,2,5
3,8,7
79,4,4
44,7,3
76,9,7
83,2,7
83,2,5
32,2,5
39,1,0
51,7,3
16,5,1
48,7,3
41,1,0
92,5,1
44,3,2
49,1,0
12,5,1
73,3,2
2,5,1
1,1,0
67,5,1
15,3,2
4,2,5
49,7,3
77,1,0
49,8,7
97,1,0
75,2,5
15,2,5
95,5,1
33,2,7
25,7,3
78,1,0
18,4,4
5,7,3
47,2,5
39,8,7
98,3,2
22,7,3
96,7,3
86,3,2
95,1,0
81,1,0
66,1,0
36,5,1
2,2,5
59,1,0
94,2,5
71,7,3
52,1,0
21,1,0
23,7,3
29,5,1
48,2,5
58,1,0
87,2,7
87,2,5
34,4,4
68,9,7
10,5,1
9,1,0
10,9,7
69,1,0
61,5,1
93,2,5
44,7,7
63,7,7
63,7,3
70,8,7
72,7,3
72,7,7
44,8,7
45,4,4
24,7,3
8,4,4
61,2,5
45,1,0
87,1,0
57,1,0
27,1,0
53,7,3
73,1,0
38,2,5
100,2,5
60,4,4
95,4,4
31,7,3
77,7,3
91,7,3
65,7,7
43,7,3
46,5,1
62,9,7
88,4,4
2,2,7
67,4,4
97,9,7
41,4,4
73,3,7
57,4,4
73,9,7
24,2,7
38,2,7
47,4,4
78,8,7
71,2,7
76,4,4
22,4,4
17,3,7
16,8,7
84,8,7
71,7,7
22,7,7
74,9,7
87,4,4
43,7,7
46,2,7
91,7,7
85,8,7
100,7,7
24,7,7
94,4,4
40,3,7
52,4,4
93,4,4
3,4,4
4,4,4
96,7,7
7,3,7
75,2,7
56,4,4
32,9,7
66,7,7
29,2,7
21,4,4
89,4,4
93,2,7
29,7,7
99,4,4
97,4,4
64,4,4
5,7,7
54,2,7
55,4,4
5,4,4
69,2,7
41,2,7
74,5,1
38,9,7
50,9,7
48,7,7
72,3,7
82,2,7
64,7,7
52,4,7
47,2,7
20,9,7
32,2,7
74,3,7
81,9,7
6,2,7
83,6,6
31,7,7
8,9,7
