teid,qfi,qid
43,6,6
19,6,6
71,6,6
24,6,6
82,6,6
62,6,6
33,6,6
20,6,6
50,6,6
12,6,6
25,6,6
56,6,6
77,6,6
99,3,2
80,3,2
100,2,5
92,5,1
87,2,5
44,3,2
13,9,7
1,1,0
86,3,2
51,7,3
8,4,4
69,1,0
27,3,2
60,3,2
2,3,2
98,2,5
46,5,1
56,4,4
9,3,2
13,5,1
14,5,1
28,9,7
58,5,1
41,1,0
13,3,2
64,9,7
58,3,2
32,2,5
89,3,2
74,5,1
87,1,0
68,5,1
40,3,2
47,2,5
72,3,2
95,1,0
45,3,2
34,3,2
61,5,1
46,3,2
24,2,5
93,2,5
90,5,1
36,3,2
19,5,1
98,3,2
7,7,3
11,5,1
33,2,5
59,3,2
42,3,2
14,3,2
36,5,1
10,5,1
85,1,0
43,4,4
40,5,1
34,9,7
29,7,3
49,1,0
52,1,0
74,3,2
2,5,1
61,2,5
26,2,5
18,3,2
70,5,1
67,3,2
7,3,2
30,3,2
17,2,5
44,7,3
56,5,1
5,7,3
73,3,2
32,9,7
61,9,7
22,7,3
60,9,7
3,3,2
38,2,5
26,5,1
23,3,2
62,5,1
23,7,3
66,3,2
81,9,7
97,1,0
95,5,1
75,2,5
89,4,4
65,7,3
57,1,0
84,2,5
96,7,3
43,7,3
14,1,0
79,3,2
21,1,0
7,5,1
94,2,5
27,1,0
59,1,0
73,1,0
15,2,5
64,7,3
37,1,0
17,3,2
38,9,7
44,8,7
77,1,0
50,5,1
100,1,0
72,7,3
65,1,0
38,1,0
92,2,5
30,5,1
77,7,3
67,5,1
29,2,5
6,2,5
93,5,1
57,4,4
91,1,0
55,4,4
32,7,3
78,1,0
88,1,0
29,5,1
92,1,0
9,1,0
42,1,0
25,7,3
16,5,1
75,1,0
89,2,5
12,5,1
85,5,1
91,7,3
54,2,5
96,1,0
69,2,5
70,7,3
83,2,5
16,1,0
63,1,0
80,1,0
66,7,3
45,1,0
39,1,0
4,2,5
53,7,3
99,2,5
29,2,7
58,1,0
66,1,0
71,7,3
71,2,5
49,7,3
41,2,5
48,7,3
52,4,4
63,7,3
48,2,5
27,9,7
19,7,3
10,7,3
6,1,0
46,2,5
31,7,3
81,1,0
100,7,3
69,5,1
55,8,7
90,9,7
95,4,4
34,4,4
100,7,7
22,4,4
91,7,7
87,4,4
100,2,7
75,9,7
71,2,7
21,4,4
90,4,4
94,4,4
72,7,7
54,4,4
92,2,7
5,4,4
4,4,4
62,9,7
35,9,7
5,7,7
22,7,7
73,9,7
58,3,7
84,8,7
47,4,4
79,4,4
24,2,7
79,9,7
67,4,4
41,4,4
76,9,7
64,4,4
50,9,7
10,9,7
84,2,7
93,4,4
97,4,4
64,7,7
18,8,7
94,2,7
47,2,7
96,7,7
18,4,4
76,4,4
79,3,7
48,7,7
20,9,7
77,7,7
73,3,7
39,9,7
52,9,7
98,2,7
88,4,4
44,7,7
49,8,7
38,2,7
99,4,4
26,2,7
78,9,7
65,7,7
46,2,7
35,4,4
45,4,4
74,9,7
61,2,7
89,2,7
15,2,7
88,9,7
48,9,7
41,2,7
