teid,qfi,qid
62,6,6
40,6,6
33,6,6
50,6,6
22,6,6
81,6,6
11,6,6
53,6,6
12,6,6
71,6,6
59,6,6
80,6,6
1,6,6
20,6,6
43,6,6
85,8,7
84,8,7
44,8,7
16,8,7
81,9,7
73,9,7
74,9,7
39,8,7
62,9,7
32,9,7
8,9,7
38,9,7
33,2,5
38,2,5
4,2,5
82,2,5
93,2,5
54,2,5
53,2,5
2,2,5
32,2,5
89,2,5
99,2,5
69,2,5
61,2,5
6,2,5
84,2,5
75,2,5
98,2,5
69,2,7
71,2,5
100,2,5
95,4,4
23,7,7
98,3,2
58,3,2
66,3,2
12,5,1
36,3,2
62,5,1
4,4,4
66,7,3
14,3,2
26,5,1
74,5,1
68,5,1
7,5,1
46,3,2
89,3,2
56,5,1
70,7,3
9,3,2
85,5,1
29,2,5
50,5,1
2,3,2
3,3,2
7,3,2
25,7,3
40,5,1
44,3,2
83,2,5
67,5,1
80,3,2
57,4,4
11,3,2
26,8,7
97,1,0
17,2,5
18,3,2
10,5,1
90,5,1
43,7,3
86,3,2
29,5,1
100,7,3
91,1,0
24,2,5
72,3,2
67,3,2
40,3,2
13,5,1
65,1,0
61,5,1
109,3,2
108,3,2
110,3,2
34,3,2
111,3,2
69,5,1
87,1,0
23,3,2
27,3,2
107,3,2
16,1,0
42,3,2
30,3,2
60,3,2
13,3,2
16,5,1
66,1,0
69,1,0
2,5,1
46,5,1
52,4,4
32,7,3
5,4,4
74,3,2
96,7,3
17,3,2
48,2,5
78,1,0
27,1,0
23,7,3
30,5,1
48,7,3
15,3,2
95,1,0
81,1,0
45,3,2
45,1,0
29,7,3
9,1,0
1,1,0
73,3,2
38,1,0
73,1,0
17,8,7
91,7,3
80,1,0
37,1,0
26,2,5
59,3,2
41,1,0
63,1,0
85,1,0
79,3,2
63,7,3
53,7,3
14,5,1
21,1,0
14,1,0
36,5,1
52,1,0
34,9,7
19,5,1
6,1,0
65,7,3
57,1,0
77,7,3
47,2,5
11,5,1
75,1,0
10,7,3
24,7,3
41,2,5
70,5,1
95,5,1
42,1,0
39,1,0
13,9,7
64,7,3
5,7,3
58,5,1
31,7,3
15,2,5
49,7,3
100,1,0
77,1,0
92,2,5
94,2,5
99,4,4
7,7,3
44,7,7
44,7,3
92,5,1
49,1,0
82,9,7
20,9,7
58,1,0
46,2,5
22,7,3
88,1,0
35,9,7
60,9,7
96,1,0
72,7,3
19,7,3
51,7,3
32,2,7
3,4,4
28,8,7
41,4,4
56,4,4
54,4,4
97,4,4
63,7,7
43,4,4
35,4,4
94,8,7
90,4,4
76,4,4
22,4,4
6,9,7
93,4,4
64,7,7
93,5,1
21,4,4
66,7,7
87,4,4
51,7,7
89,4,4
100,7,7
94,4,4
50,9,7
72,6,6
39,9,7
75,9,7
52,9,7
33,2,7
34,4,4
19,7,7
31,8,7
65,8,7
83,2,7
67,4,4
60,4,4
94,2,7
79,4,4
64,4,4
29,7,7
2,2,7
22,7,7
55,4,4
10,9,7
15,2,7
25,7,7
53,2,7
31,7,7
77,7,7
48,9,7
64,9,7
31,9,7
24,7,7
45,4,4
84,2,7
21,9,7
48,2,7
47,4,4
65,7,7
26,2,7
97,9,7
43,7,7
29,2,7
8,4,4
18,4,4
92,2,7
100,2,7
49,7,7
54,2,7
48,7,7
89,2,7
88,9,7
7,7,7
96,7,7
28,9,7
38,2,7
76,9,7
15,3,7
75,2,7
32,7,7
99,2,7
79,9,7
