teid,qfi,qid
24,6,6
40,6,6
83,6,6
50,6,6
20,6,6
56,6,6
53,6,6
25,6,6
68,6,6
1,6,6
55,6,6
77,6,6
72,6,6
33,6,6
28,6,6
8,6,6
12,6,6
71,6,6
85,8,7
21,9,7
60,9,7
6,9,7
44,8,7
55,8,7
102,2,5
103,2,5
101,2,5
48,2,5
6,2,5
47,2,5
32,9,7
100,1,0
29,5,1
4,2,5
13,5,1
38,1,0
64,7,3
33,2,5
58,5,1
98,3,2
70,7,3
25,7,3
42,1,0
66,3,2
96,7,3
99,2,5
95,5,1
10,5,1
95,1,0
7,3,2
91,1,0
19,5,1
30,3,2
53,2,5
40,5,1
73,1,0
45,3,2
49,7,3
61,5,1
7,7,3
67,5,1
2,5,1
3,3,2
58,3,2
59,3,2
98,2,5
86,3,2
41,4,4
93,5,1
13,3,2
40,3,2
69,2,5
90,5,1
14,3,2
36,3,2
34,3,2
72,3,2
15,3,2
77,1,0
85,5,1
79,3,2
82,2,5
30,5,1
65,7,3
42,3,2
71,7,3
78,1,0
38,2,5
74,3,2
17,3,2
7,5,1
57,1,0
62,5,1
36,5,1
88,1,0
89,2,5
23,3,2
9,3,2
27,1,0
74,5,1
18,3,2
50,5,1
32,7,3
60,3,2
63,7,3
80,3,2
27,3,2
46,5,1
73,3,2
54,2,5
26,5,1
69,1,0
51,7,3
32,2,5
92,1,0
94,2,5
91,7,3
5,7,3
49,1,0
46,3,2
43,7,3
37,1,0
85,1,0
83,2,5
100,2,5
24,2,5
19,7,3
45,1,0
11,3,2
23,7,3
71,2,5
41,2,5
92,5,1
69,5,1
17,2,5
44,3,2
12,5,1
97,1,0
89,3,2
41,1,0
70,5,1
48,7,3
16,5,1
39,1,0
92,2,5
22,7,3
52,1,0
87,2,5
14,5,1
9,1,0
1,1,0
61,2,5
29,7,3
56,5,1
68,5,1
31,7,3
59,1,0
24,2,7
63,1,0
29,2,5
84,2,5
80,1,0
21,1,0
105,7,3
106,7,3
104,7,3
96,1,0
65,1,0
66,7,3
4,4,4
26,2,5
10,7,3
61,9,7
24,7,3
64,4,4
72,7,7
14,1,0
69,2,7
72,7,3
15,2,5
87,1,0
75,1,0
6,1,0
2,2,5
13,9,7
77,7,3
100,7,3
54,4,4
46,2,5
53,7,3
11,3,7
27,9,7
44,7,3
66,1,0
58,1,0
81,1,0
31,9,7
35,4,4
42,3,7
60,4,4
90,4,4
47,2,7
79,4,4
74,9,7
33,2,7
47,9,7
78,9,7
76,9,7
2,2,7
38,2,7
89,4,4
55,4,4
86,8,7
38,9,7
5,4,4
8,4,4
51,7,7
99,2,7
87,4,4
8,9,7
44,7,7
57,4,4
95,4,4
11,5,1
3,8,7
50,9,7
98,2,7
94,4,4
62,9,7
39,9,7
91,7,7
88,4,4
70,7,7
22,4,4
56,4,4
39,8,7
96,7,7
31,7,7
10,7,7
97,4,4
100,2,7
84,2,7
70,8,7
68,9,7
67,4,4
49,7,7
65,7,7
48,7,7
76,4,4
52,4,4
47,4,4
93,4,4
28,9,7
23,7,7
45,4,4
19,7,7
100,7,7
29,2,7
5,7,7
46,2,7
81,9,7
18,4,4
58,3,7
9,3,7
88,9,7
73,9,7
7,7,7
89,2,7
19,6,6
3,4,4
34,4,4
53,2,7
43,4,4
92,2,7
87,2,7
77,7,7
4,2,7
48,9,7
6,2,7
90,9,7
0,0,16
0,0,24
0,0,8
20,9,7
21,4,4
32,2,7
71,2,7
17,2,7
