teid,qfi,qid
72,6,6
59,6,6
25,6,6
37,6,6
83,6,6
1,6,6
80,6,6
42,6,6
96,6,6
30,6,6
12,6,6
84,6,6
11,6,6
35,6,6
68,6,6
40,6,6
62,9,7
86,8,7
63,8,7
97,9,7
35,9,7
21,9,7
38,9,7
76,9,7
48,9,7
64,9,7
60,9,7
90,9,7
28,9,7
52,9,7
100,2,5
71,2,5
62,5,1
92,5,1
34,3,2
10,5,1
49,1,0
23,3,2
17,3,2
50,5,1
19,5,1
79,4,4
57,1,0
98,3,2
82,2,5
8,4,4
4,2,5
48,2,5
60,3,2
94,2,5
15,2,5
16,1,0
14,3,2
9,1,0
2,2,5
31,7,3
38,2,5
58,5,1
46,3,2
93,5,1
99,3,2
5,7,3
29,5,1
86,3,2
29,2,5
18,3,2
65,1,0
2,5,1
11,3,2
30,5,1
42,3,2
66,3,2
14,5,1
95,5,1
46,5,1
13,3,2
15,3,2
3,3,2
45,3,2
19,7,3
12,5,1
61,2,5
16,5,1
36,3,2
75,2,5
104,3,2
46,2,5
2,3,2
58,1,0
72,3,2
59,3,2
41,2,5
108,3,2
9,3,2
105,3,2
88,1,0
44,3,2
11,5,1
106,3,2
107,3,2
36,5,1
109,3,2
27,3,2
113,2,5
74,3,2
114,2,5
111,2,5
112,2,5
110,2,5
54,2,5
41,1,0
67,5,1
43,7,3
100,7,3
26,5,1
44,7,3
93,2,5
99,2,5
80,3,2
40,5,1
68,5,1
73,3,2
7,7,3
85,5,1
7,3,2
30,3,2
69,5,1
7,5,1
89,3,2
13,5,1
78,1,0
52,1,0
89,2,5
26,2,5
100,1,0
63,1,0
90,5,1
79,3,2
73,1,0
67,3,2
93,4,4
58,3,2
79,9,7
6,9,7
95,1,0
87,2,5
98,2,5
47,2,5
77,7,3
29,7,3
17,2,5
6,1,0
61,5,1
27,1,0
70,5,1
37,1,0
72,7,3
53,2,5
66,1,0
22,7,3
27,9,7
1,1,0
21,1,0
66,7,3
77,1,0
92,2,5
92,1,0
39,1,0
56,5,1
91,7,3
81,1,0
59,1,0
45,4,4
83,2,5
25,7,3
45,1,0
49,7,3
75,1,0
47,4,4
42,1,0
69,2,5
85,1,0
88,9,7
73,9,7
102,7,3
101,7,3
103,7,3
91,1,0
14,1,0
10,7,3
87,1,0
97,1,0
24,7,3
32,7,3
63,7,3
96,1,0
85,8,7
48,7,3
84,2,5
96,7,3
38,1,0
53,7,3
6,2,5
70,7,3
44,8,7
65,7,3
18,3,7
25,8,7
51,7,3
64,7,3
9,8,7
71,7,3
34,4,4
87,4,4
31,9,7
18,4,4
94,4,4
51,8,7
43,4,4
29,7,7
13,9,7
95,4,4
53,7,7
41,4,4
94,2,7
49,8,7
8,9,7
89,4,4
22,7,7
97,4,4
90,4,4
35,4,4
76,4,4
15,2,7
5,8,7
22,4,4
32,2,5
37,8,7
56,4,4
68,9,7
60,4,4
48,7,7
4,4,4
64,4,4
94,8,7
88,4,4
6,2,7
10,7,7
44,7,7
67,4,4
99,2,7
19,7,7
86,3,7
57,4,4
21,4,4
58,3,7
49,7,7
93,2,7
5,4,4
91,8,7
52,4,4
54,2,7
99,4,4
3,4,4
55,4,4
51,7,7
77,7,7
38,2,7
99,3,7
24,7,7
75,2,7
82,9,7
32,7,7
81,9,7
75,9,7
29,2,7
83,2,7
41,2,7
100,7,7
70,7,7
63,7,7
59,3,7
43,7,7
66,3,7
67,3,7
47,2,7
