teid,qfi,qid
81,6,6
1,6,6
11,6,6
40,6,6
25,6,6
42,6,6
96,6,6
43,6,6
86,6,6
83,6,6
68,6,6
22,7,3
25,7,3
24,7,3
70,7,3
65,7,3
49,7,3
19,7,3
66,7,3
58,3,2
7,7,3
94,2,5
79,3,2
83,2,5
13,3,2
42,3,2
74,3,2
14,3,2
66,3,2
10,5,1
90,5,1
47,9,7
40,3,2
2,3,2
64,9,7
72,3,2
40,5,1
53,7,3
2,5,1
66,1,0
38,9,7
43,7,3
47,4,4
7,3,2
86,3,2
18,3,2
21,1,0
34,3,2
70,5,1
27,3,2
62,5,1
10,7,3
100,7,3
59,3,2
33,2,5
95,5,1
46,3,2
23,3,2
67,5,1
9,1,0
12,5,1
14,1,0
46,2,5
93,5,1
91,7,3
67,3,2
80,3,2
52,1,0
2,2,5
6,1,0
65,1,0
15,2,5
47,2,7
55,4,4
3,3,2
38,2,5
92,5,1
24,2,5
51,7,3
27,1,0
11,5,1
60,3,2
85,1,0
11,3,2
74,9,7
30,5,1
15,3,2
85,5,1
44,7,3
73,3,2
44,3,2
30,3,2
90,4,4
49,1,0
29,5,1
99,3,2
45,3,2
63,7,3
36,5,1
87,2,5
37,1,0
46,5,1
69,1,0
71,2,5
79,9,7
1,1,0
68,9,7
58,1,0
31,7,3
54,2,5
75,1,0
92,1,0
6,2,5
38,1,0
81,1,0
48,7,3
77,7,3
7,5,1
16,5,1
36,8,7
41,1,0
17,3,2
29,2,5
73,1,0
98,3,2
47,2,5
71,7,3
48,2,5
87,1,0
13,5,1
69,5,1
23,7,3
42,1,0
89,3,2
61,5,1
51,7,7
26,5,1
68,5,1
91,1,0
16,1,0
69,2,5
19,5,1
88,1,0
98,2,5
82,2,5
78,1,0
77,1,0
57,1,0
93,2,5
41,2,5
12,6,6
61,2,5
36,3,2
99,2,5
9,3,2
4,2,5
97,1,0
14,5,1
56,5,1
64,4,4
34,4,4
32,7,3
95,1,0
53,2,5
31,9,7
39,1,0
27,9,7
50,5,1
63,1,0
75,2,5
92,2,5
59,1,0
84,2,5
17,2,5
89,2,5
29,7,3
88,9,7
100,1,0
96,1,0
16,8,7
100,2,5
25,7,7
80,1,0
19,7,7
81,9,7
5,7,3
63,7,7
35,4,4
64,7,3
57,4,4
8,9,7
35,9,7
51,8,7
41,4,4
89,4,4
84,8,7
34,9,7
66,7,7
25,8,7
98,8,7
97,4,4
21,4,4
18,4,4
94,4,4
5,4,4
99,4,4
8,4,4
69,2,7
76,4,4
93,4,4
13,9,7
3,4,4
56,4,4
60,4,4
90,9,7
26,8,7
57,8,7
31,7,7
44,7,7
74,5,1
43,7,7
15,2,7
18,3,7
65,7,7
79,4,4
22,4,4
64,7,7
77,7,7
99,2,7
95,4,4
88,4,4
7,7,7
6,9,7
5,7,7
24,2,7
48,7,7
45,4,4
53,2,7
52,4,4
23,7,7
17,2,7
67,4,4
93,2,7
4,4,4
49,7,7
91,7,7
87,4,4
43,4,4
35,6,6
82,2,7
54,4,4
75,9,7
92,2,7
53,7,7
6,2,7
29,7,7
83,2,7
94,2,7
61,2,7
38,2,7
29,2,7
98,2,7
71,6,6
97,9,7
59,3,7
3,3,7
30,3,7
