teid,qfi,qid
24,6,6
81,6,6
37,6,6
8,6,6
71,6,6
62,6,6
59,6,6
12,6,6
56,6,6
35,6,6
1,6,6
55,6,6
2,3,2
46,3,2
42,3,2
45,3,2
9,3,2
46,5,1
67,5,1
18,3,2
73,3,2
79,3,2
36,5,1
30,5,1
74,5,1
29,2,5
61,5,1
82,9,7
5,7,3
11,5,1
99,3,2
54,2,5
72,3,2
3,3,2
44,3,2
58,3,2
60,3,2
61,9,7
32,9,7
89,2,5
74,3,2
2,5,1
97,9,7
80,1,0
87,2,5
70,5,1
51,8,7
30,3,2
93,5,1
13,9,7
45,1,0
85,5,1
95,1,0
52,1,0
75,1,0
15,3,2
87,1,0
19,5,1
93,4,4
65,1,0
61,2,5
69,1,0
82,2,5
17,3,2
58,5,1
2,2,5
34,9,7
21,1,0
27,3,2
29,5,1
10,9,7
26,5,1
16,5,1
7,3,2
91,7,3
56,5,1
36,3,2
6,9,7
98,3,2
78,9,7
88,1,0
13,3,2
23,3,2
34,3,2
89,3,2
60,9,7
42,1,0
15,2,5
66,3,2
73,1,0
77,7,3
14,5,1
59,3,2
93,2,5
77,1,0
92,5,1
63,7,3
28,9,7
14,3,2
83,2,5
38,2,5
17,2,5
81,1,0
85,1,0
32,2,5
41,1,0
38,1,0
80,3,2
72,7,3
86,3,2
100,1,0
6,2,5
59,1,0
1,1,0
67,3,2
40,5,1
90,5,1
94,2,5
69,2,5
4,2,5
31,7,3
41,2,5
62,5,1
40,3,2
24,7,3
78,1,0
53,2,5
68,5,1
11,3,2
84,2,5
24,2,5
58,1,0
48,2,5
10,5,1
95,5,1
39,1,0
65,7,3
14,1,0
53,7,3
47,2,5
69,5,1
43,7,3
19,7,3
46,2,5
24,2,7
75,2,5
7,7,3
49,1,0
29,7,3
96,1,0
92,1,0
99,2,5
70,7,3
12,5,1
50,5,1
33,2,5
25,7,3
60,4,4
9,1,0
6,1,0
66,1,0
97,1,0
98,2,5
57,1,0
44,7,3
31,9,7
71,2,5
71,7,3
10,7,3
16,1,0
57,4,4
8,4,4
91,1,0
92,2,5
48,7,3
100,2,5
27,1,0
52,9,7
23,7,3
37,1,0
34,4,4
96,7,7
96,7,3
100,7,3
22,7,3
89,4,4
13,5,1
33,8,7
64,7,3
88,4,4
66,7,3
70,8,7
64,4,4
41,4,4
68,9,7
66,7,7
7,5,1
48,2,7
3,4,4
21,4,4
36,8,7
63,7,7
52,4,4
72,7,7
62,9,7
35,4,4
25,7,7
25,8,7
21,9,7
24,7,7
56,4,4
5,4,4
33,2,7
43,7,7
18,4,4
84,2,7
97,4,4
83,2,7
10,7,7
90,4,4
66,3,7
15,2,7
45,4,4
43,4,4
75,9,7
100,7,7
20,9,7
99,4,4
27,3,7
47,4,4
5,7,7
94,4,4
50,9,7
70,7,7
48,7,7
6,2,7
100,2,7
37,8,7
53,7,7
76,4,4
34,3,7
55,4,4
95,4,4
4,2,7
79,4,4
39,9,7
38,2,7
4,4,4
18,8,7
3,3,7
30,3,7
98,2,7
22,4,4
82,2,7
74,3,7
17,3,7
99,2,7
17,2,7
48,9,7
38,9,7
93,2,7
64,9,7
54,4,4
54,2,7
72,3,7
75,2,7
2,2,7
73,9,7
0,0,0
22,7,7
76,9,7
