teid,qfi,qid
24,6,6
1,6,6
96,6,6
68,6,6
84,6,6
19,6,6
43,6,6
33,6,6
11,6,6
83,6,6
12,6,6
81,6,6
37,6,6
40,6,6
8,6,6
36,8,7
16,8,7
23,8,7
60,9,7
90,9,7
38,9,7
77,7,7
82,9,7
8,9,7
76,8,7
73,9,7
89,3,2
30,3,2
44,3,2
13,3,2
42,3,2
98,3,2
18,3,2
58,3,2
46,3,2
45,3,2
50,5,1
95,5,1
90,5,1
72,3,2
17,3,2
9,1,0
7,5,1
63,1,0
36,3,2
30,5,1
16,5,1
86,3,2
24,7,3
10,5,1
13,5,1
100,7,3
29,2,5
94,2,5
27,3,2
99,3,2
12,5,1
29,5,1
71,7,3
28,9,7
14,5,1
88,1,0
36,5,1
66,1,0
59,3,2
1,1,0
23,3,2
5,4,4
67,5,1
48,2,5
60,3,2
15,2,5
85,1,0
69,5,1
79,3,2
80,3,2
2,3,2
2,5,1
47,9,7
11,3,2
4,2,5
65,1,0
71,2,5
11,5,1
74,5,1
74,3,2
66,3,2
9,3,2
67,3,2
33,2,5
46,5,1
73,1,0
34,3,2
15,3,2
39,1,0
93,2,5
27,1,0
70,7,3
77,1,0
97,1,0
6,1,0
10,7,3
16,1,0
38,2,5
66,7,3
57,1,0
43,4,4
40,3,2
98,2,5
17,2,5
78,1,0
63,7,3
84,2,5
73,3,2
19,5,1
26,5,1
93,5,1
77,7,3
96,1,0
3,3,2
29,7,3
21,1,0
74,9,7
35,9,7
91,7,3
54,4,4
70,5,1
92,2,5
37,1,0
83,2,5
47,2,5
63,7,7
95,4,4
80,1,0
69,1,0
25,7,3
46,2,5
5,7,3
92,1,0
100,2,5
32,2,5
93,4,4
87,2,5
56,5,1
59,1,0
91,1,0
88,9,7
7,7,3
48,7,3
52,1,0
81,1,0
61,2,5
41,2,5
92,5,1
85,5,1
13,9,7
61,5,1
53,7,3
49,1,0
43,7,3
2,2,5
62,5,1
58,1,0
49,7,3
22,7,3
68,5,1
69,2,5
24,2,5
23,7,3
42,1,0
54,2,5
53,2,5
99,2,5
64,7,3
65,7,3
57,8,7
3,4,4
6,2,5
100,1,0
75,2,5
31,7,3
41,1,0
38,1,0
35,4,4
89,2,5
32,7,3
87,4,4
19,7,3
75,1,0
82,2,5
87,1,0
44,7,3
51,7,3
95,1,0
89,4,4
41,4,4
47,2,7
90,4,4
94,4,4
55,8,7
68,9,7
21,4,4
57,4,4
15,2,7
55,4,4
81,9,7
51,7,7
52,4,4
22,4,4
18,4,4
40,5,1
7,7,7
47,4,4
64,4,4
73,3,7
98,3,7
64,9,7
79,9,7
18,3,7
60,4,4
45,4,4
4,4,4
6,9,7
75,9,7
31,9,7
19,7,7
45,3,7
67,4,4
34,4,4
92,2,7
56,4,4
86,6,6
8,4,4
5,7,7
89,4,7
76,4,4
88,4,4
24,2,7
17,2,7
64,7,7
97,4,4
23,7,7
91,7,7
93,2,7
34,9,7
31,7,7
24,7,7
30,3,7
84,8,7
99,4,4
23,3,7
6,2,7
59,3,7
82,2,7
32,7,7
43,7,7
97,9,7
27,9,7
94,2,7
38,2,7
53,7,7
53,2,7
66,7,7
46,2,7
29,2,7
41,2,7
83,2,7
44,7,7
0,0,16
0,0,24
0,0,8
79,4,4
98,2,7
99,3,7
4,2,7
42,6,6
17,3,7
61,2,7
